"Business File Number","License Type","Entity Name","Trade Name","Current License Status","Expiration Date","Facility Street Number","Facility Pre-Direction","Facility Street Name","Facility Street Type","Facility Unit Number","Facility City","Facility Zip Code"
"2014-BFN-0003908","Medical Marijuana Center","PINEAPPLE EXCHANGE, LLC","PINEAPPLE EXCHANGE","License Issued - Active","8/27/2019 12:00:00 AM","2895","W","8TH","AVE","","DENVER","80204"
"2015-BFN-0000860","Retail Marijuana Store","505 CENTER, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","5/18/2020 12:00:00 AM","505","W","40TH","AVE","","DENVER","80216"
"2010-BFN-1045704","Medical Marijuana Center","5280 WELLNESS, LLC","MMJ AMERICA GOLDEN TRIANGLE","License Issued - Active","4/6/2020 12:00:00 AM","1321","N","ELATI","ST","","DENVER","80204"
"2012-BFN-1060609","Med Marijuana Opt Prem Cultiv","GREEN KIWI 2, LLC","LIVWELL","License Issued - Active","9/30/2019 12:00:00 AM","1660","E","40TH","AVE","","DENVER","80205"
"2013-BFN-1069798","Retail Marijuana Store","ARES STRATEGIES, INC","TERRAPIN CARE STATION","License Issued - Active","5/22/2020 12:00:00 AM","1","","BROADWAY","","A-150","DENVER","80203"
"2014-BFN-1071313","Retail Marijuana Inf Prod Mfg","JULIE CAMILLE LLC","SWEET GRASS KITCHEN","License Issued - Active","3/28/2020 12:00:00 AM","1135","S","JASON","ST","","DENVER","80223"
"2010-BFN-1045454","Medical Marijuana Center","KAZIMER LLC","BUD CELLAR","License Issued - Active","9/9/2019 12:00:00 AM","6666","E","Stapleton South","DR","2","Denver","80216"
"2010-BFN-1046023","Medical Marijuana Center","GOLDEN MEDS, INC","GM ENTERPRISE, INC.","License Issued - Active","9/11/2019 12:00:00 AM","4620","N","PEORIA","ST","","DENVER","80239"
"2012-BFN-1060802","Med Marijuana Opt Prem Cultiv","DELTA-9 DELIGHTS LLC","REEFER MADNESS","License Issued - Active","8/18/2019 12:00:00 AM","4425","E","46TH","AVE","A","DENVER","80216"
"2013-BFN-1069235","Retail Marijuana Inf Prod Mfg","LEFT BANK, LLC","DIXIE ELIXIRS","License Issued - Active","1/1/2020 12:00:00 AM","4990","N","OAKLAND","ST","","DENVER","80239"
"2013-BFN-1068628","Med Marijuana Opt Prem Cultiv","WASH PARK BOUTIQUE LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","6/26/2020 12:00:00 AM","4525","N","Ironton","","","Denver","80239"
"2013-BFN-1069529","Retail Marij Opt. Prem. Cultiv","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","2/7/2020 12:00:00 AM","788","","VALLEJO","ST","","DENVER","80204"
"2013-BFN-1068396","Med Marijuana Opt Prem Cultiv","NATURAL REMEDIES TECH, LLC","CONCENTRATE REMEDIES","License Issued - Active","9/27/2019 12:00:00 AM","4675","N","KINGSTON","ST","","DENVER","80239"
"2013-BFN-1069001","Retail Marijuana Inf Prod Mfg","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","License Issued - Active","6/26/2020 12:00:00 AM","1155","S","CHEROKEE","ST","","DENVER","80223"
"2013-BFN-1069003","Retail Marijuana Store","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","License Issued - Active","1/21/2020 12:00:00 AM","2042","","ARAPAHOE","ST","","DENVER","80205"
"2015-BFN-0004345","Retail Marij Opt. Prem. Cultiv","M.J.L. Q LLC","WHOLE MEDS","License Issued - Active","8/27/2019 12:00:00 AM","5959","E","39TH","AVE","101","DENVER","80207"
"2016-BFN-0006286","Retail Marijuana Inf Prod Mfg","MILE HIGH WELLNESS II, LLC","GREEN STREET","License Issued - Active","11/8/2019 12:00:00 AM","2291","S","KALAMATH","ST","","DENVER","80223"
"2014-BFN-0004039","Retail Marij Opt. Prem. Cultiv","KPST, LLC","5 BUDS","License Issued - Active","3/25/2020 12:00:00 AM","130","N","Lipan","","","Denver","80223"
"2014-BFN-0004813","Retail Marijuana Store","TWOG-WALNUT, LLC","BUDDY BOY","License Issued - Active","3/26/2020 12:00:00 AM","3814","","WALNUT","ST","","DENVER","80205"
"2015-BFN-0000208","Retail Marijuana Store","PIONEER INTERESTS COLFAX, LLC","","License Issued - Active","4/22/2020 12:00:00 AM","3121","E","COLFAX","AVE","","DENVER","80206"
"2015-BFN-0002030","Retail Marij Opt. Prem. Cultiv","MILE HIGH WELLNESS II, LLC","MILE HIGH WELLNESS GREEN STREET","License Issued - Active","5/29/2020 12:00:00 AM","2291","S","KALAMATH","ST","","DENVER","80223"
"2015-BFN-0003318","Med Marijuana Opt Prem Cultiv","JPJR AND ASSOCIATES, LLC","STASH HOUSE","License Issued - Active","10/19/2019 12:00:00 AM","4707","N","LIPAN","ST","","DENVER","80211"
"2012-BFN-1061632","Med Marijuana Opt Prem Cultiv","FIREHOUSE ORGANICS NORTH, LLC","FIREHOUSE ORGANICS","License Issued - Active","10/1/2019 12:00:00 AM","2200","S","LIPAN","ST","","DENVER","80223"
"2014-BFN-1072819","Retail Marij Opt. Prem. Cultiv","PLATTE VALLEY DISPENSARY, LLC","PLATTE VALLEY DISPENSARY","License Issued - Active","9/17/2019 12:00:00 AM","3104","","BLAKE","ST","","DENVER","80205"
"2010-BFN-1045443","Medical Marijuana Center","ALLGREENS LLC","","License Issued - Active","12/2/2019 12:00:00 AM","762","N","KALAMATH","ST","","DENVER","80204"
"2013-BFN-1069171","Retail Marij Opt. Prem. Cultiv","MMST, LLC","PHRESH CANNABIS COLORADO","License Issued - Active","1/13/2020 12:00:00 AM","1285","W","BYERS","PL","B","DENVER","80223"
"2013-BFN-1069082","Retail Marij Opt. Prem. Cultiv","JET BLACK ENTERPRISES","LEIFFA","License Issued - Active","3/3/2020 12:00:00 AM","5775","E","39TH","AVE","","DENVER","80207"
"2019-BFN-0000193","Marijuana Transporter","INDYSPENSABLE WHOLESALE DISTRIBUTORS","IDY DISTRIBUTORS, IDY CORP","License Issued - Active","5/24/2020 12:00:00 AM","1332","S","Cherokee","St","","Denver","80223"
"2015-BFN-0008387","Med Marijuana Opt Prem Cultiv","MHFS, LLC","","License Issued - Active","10/26/2019 12:00:00 AM","4260","N","KEARNEY","ST","","DENVER","80216"
"2016-BFN-0004283","Retail Marijuana Inf Prod Mfg","EJB VENTURES, LLC","HARMONY EXTRACTS","License Issued - Active","11/16/2019 12:00:00 AM","121","N","MARIPOSA","ST","","DENVER","80223"
"2016-BFN-0006932","Retail Marij Opt. Prem. Cultiv","GREEN LIFE SOLUTIONS  LLC","GREEN TREE MEDICINALS","License Issued - Active","9/6/2019 12:00:00 AM","4735","N","OAKLAND","ST","","DENVER","80239"
"2016-BFN-0006784","Med Marijuana Inf Prod Manuf","CANYON LLC","","License Issued - Active","3/16/2020 12:00:00 AM","678","N","BRYANT","ST","","DENVER","80204"
"2010-BFN-1045403","Medical Marijuana Center","JOIS, LLC","SILVER STEM FINE CANNABIS","License Issued - Active","9/9/2019 12:00:00 AM","3702","W","Quincy","","","Denver","80236"
"2010-BFN-1045782","Medical Marijuana Center","GANJA GOURMET, LLC","GANJA GOURMET","License Issued - Active","9/10/2019 12:00:00 AM","1810","S","Broadway","","","Denver","80210"
"2014-BFN-1070738","Retail Marij Opt. Prem. Cultiv","LEVELS IV INC","LEVELS IV INC","License Issued - Active","2/24/2020 12:00:00 AM","3857","N","ELM","ST","","DENVER","80207"
"2013-BFN-1069682","Retail Marijuana Store","JOIS, LLC","SILVER STEM FINE CANNABIS","License Issued - Active","2/18/2020 12:00:00 AM","3702","W","Quincy","","","Denver","80236"
"2012-BFN-1060672","Med Marijuana Opt Prem Cultiv","RIVERROCK LLC","RIVERROCK WELLNESS","License Issued - Active","12/6/2019 12:00:00 AM","4935","N","YORK","ST","","DENVER","80216"
"2013-BFN-1069092","Retail Marijuana Store","MILE HIGH MEDICAL CANNABIS, LLC","LIT","License Issued - Active","1/1/2020 12:00:00 AM","1630","N","FEDERAL","BLVD","","DENVER","80204"
"2013-BFN-1069741","Retail Marij Opt. Prem. Cultiv","URBAN CANNABIS II, LLC","HEALING HOUSE","License Issued - Active","1/1/2020 12:00:00 AM","1100","N","YUMA","CT","","DENVER","80204"
"2013-BFN-1069254","Retail Marij Opt. Prem. Cultiv","1617 WAZEE STREET, LLC","LODO WELLNESS CENTER","License Issued - Active","1/1/2020 12:00:00 AM","1617","","WAZEE","ST","B","DENVER","80202"
"2014-BFN-1073564","Retail Marijuana Store","CANNABIS CORP","THE JOINT BY CANNABIS","License Issued - Active","3/20/2020 12:00:00 AM","4735","W","38TH","AVE","","DENVER","80212"
"2017-BFN-0004454","Med Marijuana Test Facility","PHYTATECH CO, LLC","","License Issued - Active","8/1/2020 12:00:00 AM","879","N","Federal","Blvd","","Denver","80204"
"2015-BFN-0006716","Med Marijuana Opt Prem Cultiv","HERBAL MEDICAL INSTITUTE LLC","GREEN DRAGON PRODUCTS","License Issued - Active","4/27/2020 12:00:00 AM","4640","N","IRONTON","ST","","DENVER","80239"
"2015-BFN-0007763","Retail Marij Opt. Prem. Cultiv","505 CENTER LLC","PURE MEDICAL DISPENSARY","License Issued - Active","12/22/2019 12:00:00 AM","5475","N","Peoria","ST","2-106-110","Denver","80239"
"2015-BFN-0007821","Retail Marijuana Store","ROYAL ASSET MANAGEMENT, LLC","DIEGO PELLICER","License Issued - Active","11/7/2019 12:00:00 AM","2949","W","ALAMEDA","AVE","","DENVER","80219"
"2015-BFN-0008238","Med Marijuana Opt Prem Cultiv","R.D. INDUSTRIES II, LLC","HOUSE OF DANKNESS","License Issued - Active","6/9/2020 12:00:00 AM","10555","E","45TH","AVE","","DENVER","80239"
"2015-BFN-0002034","Med Marijuana Opt Prem Cultiv","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","9/24/2019 12:00:00 AM","1980","S","ACOMA","ST","","DENVER","80223"
"2010-BFN-1048014","Medical Marijuana Center","TWOG-YORK, LLC","BUDDY BOY","License Issued - Active","9/11/2019 12:00:00 AM","5050","N","YORK","ST","","DENVER","80216"
"2012-BFN-1060602","Med Marijuana Opt Prem Cultiv","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","3/5/2020 12:00:00 AM","4525","N","IRONTON","ST","","DENVER","80239"
"2012-BFN-1061656","Med Marijuana Opt Prem Cultiv","RANGE, LLC","RANGE, LLC","License Issued - Active","5/3/2020 12:00:00 AM","695","N","BRYANT","ST","","DENVER","80204"
"2014-BFN-1074231","Med Marijuana Opt Prem Cultiv","SWEETWATER PARTNERS LLC","WS EL JEFE","License Issued - Active","10/23/2019 12:00:00 AM","4260","","KEARNEY","ST","","DENVER","80216"
"2014-BFN-0002962","Med Marijuana Opt Prem Cultiv","VIOLA, INC.","VIOLA'S EXTRACTS","License Issued - Active","9/30/2019 12:00:00 AM","4645","N","JOLIET","ST","","DENVER","80239"
"2010-BFN-1045603","Medical Marijuana Center","DENCO, LLC","","License Issued - Active","12/28/2019 12:00:00 AM","3480","","PARK","AVE","B","DENVER","80216"
"2012-BFN-1061089","Med Marijuana Opt Prem Cultiv","THE GREEN SOLUTION, LLC","","License Issued - Active","3/5/2020 12:00:00 AM","4394","N","GRAPE","ST","","DENVER","80216"
"2013-BFN-1069204","Retail Marij Opt. Prem. Cultiv","BELLFLOWER, LLC","","License Issued - Active","1/1/2020 12:00:00 AM","1001","W","CENTER","AVE","","DENVER","80223"
"2013-BFN-1069592","Retail Marijuana Store","GOLDEN MEDS, INC","GM ENTERPRISE, INC.","License Issued - Active","2/26/2020 12:00:00 AM","4620","N","PEORIA","ST","","DENVER","80239"
"2016-BFN-0006795","Retail Marijuana Inf Prod Mfg","B'S TREATS LLC","","License Issued - Active","11/21/2019 12:00:00 AM","1952","S","ACOMA","ST","","DENVER","80223"
"2017-BFN-0006975","Retail Marijuana Store","THE GREEN SOLUTION, LLC","","License Issued - Active","1/26/2020 12:00:00 AM","1995","","WEWATTA","ST","","DENVER","80202"
"2015-BFN-0003926","Retail Marijuana Store","GREENFIELDS, LLC","GREENFIELDS","License Issued - Active","11/9/2019 12:00:00 AM","1798","W","MISSISSIPPI","AVE","","DENVER","80223"
"2016-BFN-0008065","Retail Marijuana Inf Prod Mfg","ECO GREEN GROW, LLC","FUEGO EXTRACTS","License Issued - Active","8/21/2019 12:00:00 AM","5000","E","41ST","AVE","100","DENVER","80216"
"2015-BFN-0006360","Med Marijuana Inf Prod Manuf","CONNOISSEURS GENETICS & CONCENTRATES, LLC","","License Issued - Active","4/7/2020 12:00:00 AM","2255","S","KALAMATH","ST","","DENVER","80223"
"2018-BFN-0000165","Retail Marijuana Inf Prod Mfg","TREATMENTS UNLIMITED LLC","ALTITUDE EAST","License Issued - Active","7/13/2020 12:00:00 AM","4550","N","Jackson","St","","Denver","80216"
"2010-BFN-1045413","Medical Marijuana Center","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","6/11/2020 12:00:00 AM","1133","N","BANNOCK","ST","","DENVER","80204"
"2010-BFN-1045788","Medical Marijuana Center","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS AND WELLNESS DTC","License Issued - Active","9/18/2019 12:00:00 AM","3435","S","YOSEMITE","ST","200","DENVER","80231"
"2012-BFN-1060547","Med Marijuana Opt Prem Cultiv","HG LTD","HIGHER GRADE","License Issued - Active","1/25/2020 12:00:00 AM","4655","E","46th","","","Denver",""
"2012-BFN-1060530","Med Marijuana Opt Prem Cultiv","CITI-MED, LLC","STARBUDS","License Issued - Active","10/3/2019 12:00:00 AM","4228","N","YORK","ST","101","DENVER","80216"
"2013-BFN-1070321","Retail Marijuana Inf Prod Mfg","FOX STREET WELLNESS, LLC","THE PROPER EXTRACTS","License Issued - Active","3/6/2020 12:00:00 AM","4773","N","FOX","ST","","DENVER","80216"
"2013-BFN-1068761","Med Marijuana Inf Prod Manuf","DKC, LLC","KUSH CONCENTRATES","License Issued - Active","3/13/2020 12:00:00 AM","4960","N","JACKSON","ST","2","DENVER","80216"
"2015-BFN-0003496","Med Marijuana Inf Prod Manuf","HIGHLINE ANALYTICAL INDUSTRIES LLC","HONEYBEAR LABS","License Issued - Active","10/28/2019 12:00:00 AM","1285","S","BANNOCK","ST","","DENVER","80223"
"2015-BFN-0008318","Med Marijuana Opt Prem Cultiv","LBW CONSULTING, GROUP,LLC","","License Issued - Active","7/11/2020 12:00:00 AM","5070","N","OAKLAND","ST","","DENVER","80239"
"2016-BFN-0005964","Retail Marij Opt. Prem. Cultiv","THE GREEN SOLUTION, LLC","","License Issued - Active","1/6/2020 12:00:00 AM","2600","W","BARBERRY","PL","","DENVER","80204"
"2016-BFN-0006936","Retail Marij Opt. Prem. Cultiv","ROOTS MANAGEMENT LLC","","License Issued - Active","2/14/2020 12:00:00 AM","795","S","JASON","ST","","DENVER","80223"
"2016-BFN-0008821","Retail Marij Opt. Prem. Cultiv","SUMMIT WELLNESS","DEN-REC DENVER RECREATIONAL DISPENSARY","License Issued - Active","6/6/2020 12:00:00 AM","1901","S","BANNOCK","ST","","DENVER","80223"
"2014-BFN-0004733","Med Marijuana Opt Prem Cultiv","TWOG-FEDERAL, LLC","BUDDY BOY","License Issued - Active","6/12/2020 12:00:00 AM","5050","N","YORK","ST","","DENVER","80216"
"2013-BFN-1064077","Med Marijuana Opt Prem Cultiv","505 CENTER, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","9/29/2019 12:00:00 AM","5475","N","PEORIA","ST","2-106-110","Denver","80239"
"2015-BFN-0000228","Med Marijuana Opt Prem Cultiv","MILE HIGH DISPENSARY, LLC","","License Issued - Active","4/24/2020 12:00:00 AM","2252","S","KALAMATH","ST","C","DENVER","80223"
"2015-BFN-0001690","Retail Marij Opt. Prem. Cultiv","KEENS GREENS EDIBLES, LLC","","License Issued - Active","5/21/2020 12:00:00 AM","1015","W","EVANS","AVE","EB","DENVER","80223"
"2013-BFN-1065559","Medical Marijuana Center","GREEN FIELDS, LLC","GREENFIELDS","License Issued - Active","9/16/2019 12:00:00 AM","1798","W","MISSISSIPPI","AVE","","DENVER","80223"
"2013-BFN-1069495","Retail Marijuana Inf Prod Mfg","LUCKY SWEETS, LLC","LUCKY EDIBLES","License Issued - Active","12/29/2019 12:00:00 AM","3980","N","FRANKLIN","ST","","DENVER","80205"
"2013-BFN-1070316","Retail Marijuana Store","CURE MEDICAL PHARM INC.","RIVERROCK","License Issued - Active","3/17/2020 12:00:00 AM","990","W","6TH","AVE","5","DENVER","80204"
"2013-BFN-1069103","Retail Marijuana Store","BOTANICO INC","","License Issued - Active","2/27/2020 12:00:00 AM","3054","","LARIMER","ST","","DENVER","80205"
"2013-BFN-1068777","Med Marijuana Opt Prem Cultiv","DENCO, LLC","","License Issued - Active","11/27/2019 12:00:00 AM","4300","E","51ST","AVE","","DENVER","80216"
"2015-BFN-0008291","Med Marijuana Opt Prem Cultiv","ANCIENT ALTERNATIVES","GREEN TREE MEDICINALS","License Issued - Active","11/15/2019 12:00:00 AM","4725","N","Oakland","St","","Denver","80239"
"2015-BFN-0007866","Med Marijuana Opt Prem Cultiv","WONDERLAND EDIBLES, LTD","WONDERLAND EDIBLES","License Issued - Active","11/22/2019 12:00:00 AM","5475","N","PEORIA","ST","4-109","DENVER","80239"
"2015-BFN-0008421","Med Marijuana Opt Prem Cultiv","VENTURE PRODUCT CONSULTING, LLC","RIZE","License Issued - Active","5/12/2020 12:00:00 AM","4242","N","ELIZABETH","ST","2","DENVER","80216"
"2015-BFN-0004461","Retail Marij Opt. Prem. Cultiv","STONE T.M.C LLC","THE STONE DISPENSARY","License Issued - Active","10/6/2019 12:00:00 AM","1828","S","BANNOCK","ST","","DENVER","80223"
"2016-BFN-0002884","Retail Marijuana Inf Prod Mfg","434 GROUP, LLC","VIOLA'S EXTRACTS","License Issued - Active","7/6/2020 12:00:00 AM","4645","N","Joliet","","","Denver","80239"
"2017-BFN-0001193","Retail Marij Opt. Prem. Cultiv","VIRGINIAS KITCHEN LLC","BLUEKUDU","License Issued - Active","8/11/2019 12:00:00 AM","4805","N","KINGSTON","ST","","DENVER","80239"
"2017-BFN-0009334","Retail Marijuana Store","RIA HOLDINGS LIMITED","LAUGHING GRASS","License Issued - Active","6/25/2020 12:00:00 AM","1110","W","Virginia","Ave","1","Denver","80223"
"2014-BFN-0005447","Retail Marij Opt. Prem. Cultiv","GANJA GOURMET LLC","GANJA GOURMET","License Issued - Active","1/13/2020 12:00:00 AM","4902","E","SMITH","RD","B","DENVER","80216"
"2010-BFN-1045887","Medical Marijuana Center","URBAN CANNABIS II, LLC","HEALING HOUSE","License Issued - Active","4/5/2020 12:00:00 AM","2383","S","DOWNING","ST","","DENVER","80210"
"2010-BFN-1045891","Medical Marijuana Center","M.J.L.Q., LLC","WHOLE MEDS","License Issued - Active","9/11/2019 12:00:00 AM","3450","N","BRIGHTON","BLVD","","DENVER","80216"
"2010-BFN-1045425","Medical Marijuana Center","CANNABIS FOR HEALTH, LLC","PIG N' WHISTLE","License Issued - Active","8/10/2020 12:00:00 AM","4801","W","COLFAX","AVE","","DENVER","80204"
"2012-BFN-1060954","Med Marijuana Opt Prem Cultiv","TRILL THERAPEUTICS LLC","TRILL ALTERNATIVES","License Issued - Active","9/29/2019 12:00:00 AM","4765","N","OAKLAND","ST","","DENVER","80239"
"2012-BFN-1060659","Med Marijuana Opt Prem Cultiv","PERSONALIZED ORGANIC TREATMENTS, LLC","","License Issued - Active","5/7/2020 12:00:00 AM","11122","E","47TH","AVE","","DENVER","80239"
"2013-BFN-1064373","Med Marijuana Inf Prod Manuf","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","License Issued - Active","3/1/2020 12:00:00 AM","505","W","40th","AVE","","Denver","80216"
"2014-BFN-1073783","Retail Marij Opt. Prem. Cultiv","ABUNDANT HEALTH DENVER, LLC","HERBAN UNDERGROUND, LLC","License Issued - Active","1/22/2020 12:00:00 AM","70","N","BROADWAY","","50","DENVER","80203"
"2012-BFN-1060923","Med Marijuana Opt Prem Cultiv","ALPINE HERBAL WELLNESS, LLC","FROSTED LEAF","License Issued - Active","3/20/2020 12:00:00 AM","4900","N","COLORADO","BLVD","","DENVER","80216"
"2012-BFN-1060896","Med Marijuana Opt Prem Cultiv","SIMPLY PURE EDIBLES COLORADO LLC","SIMPLY PURE EDIBLES COLORADO","License Issued - Active","10/31/2019 12:00:00 AM","2160","S","LIPAN","ST","","DENVER","80223"
"2013-BFN-1069593","Retail Marij Opt. Prem. Cultiv","GOLDEN MEDS INC","GM ENTERPRISE, INC","License Issued - Active","11/25/2019 12:00:00 AM","5077","N","COLORADO","BLVD","","DENVER","80216"
"2014-BFN-1073565","Retail Marij Opt. Prem. Cultiv","CANNABIS CORP","CANNABIS","License Issued - Active","3/20/2020 12:00:00 AM","1055","S","FOX","ST","","DENVER","80223"
"2015-BFN-0004100","Medical Marijuana Center","TRILL EVOLUTIONS LLC","TRILL EVOLUTIONS","License Issued - Active","6/10/2020 12:00:00 AM","5550","N","JOLIET","ST","","DENVER","80239"
"2018-BFN-0004356","Retail Marijuana Store","PERSONALIZED ORGANIC TREATMENTS LLC","Canna Botica","License Issued - Active","10/24/2019 12:00:00 AM","219","N","Vallejo","St","","Denver","80223"
"2015-BFN-0008436","Med Marijuana Opt Prem Cultiv","KGBI COLORADO LLC","SENSE OF HEALING","License Issued - Active","9/20/2019 12:00:00 AM","400","N","QUIVAS","ST","","DENVER","80204"
"2014-BFN-0005221","Retail Marij Opt. Prem. Cultiv","BK HOLDINGS, LLC","","License Issued - Active","2/5/2020 12:00:00 AM","12001","E","37TH","AVE","","DENVER","80239"
"2010-BFN-1045894","Medical Marijuana Center","UNIQUEITMINDS INC","CHRONORADO MEDICAL","License Issued - Active","2/22/2020 12:00:00 AM","6625","","LEETSDALE","DR","A","DENVER","80224"
"2010-BFN-1048303","Medical Marijuana Center","LIGHTSHADE LABS LLC","LIGHTSHADE","License Issued - Active","9/11/2019 12:00:00 AM","3950","N","HOLLY","ST","","DENVER","80207"
"2010-BFN-1045692","Medical Marijuana Center","ALTERNATIVE MEDICINE ON THE MALL, LLC","NATIVE ROOTS SPEER","License Issued - Active","3/12/2020 12:00:00 AM","910","","16TH","ST","805","DENVER","80202"
